"","OTU","VB0889_001","VB0889_002","VB0889_003","VB0889_004","VB0889_005","VB0889_006","VB0889_007","VB0889_008","VB0889_009","VB0889_010","VB0889_011","VB0889_012","VB0889_013","VB0889_014","VB0889_015","VB0889_016","VB0889_017","VB0889_018","VB0889_019","VB0889_020","VB0889_021","VB0889_022","VB0889_023","VB0889_024","VB0889_025","VB0889_026","VB0889_028","VB0889_029","VB0889_030","VB0889_031","VB0889_032","VB0889_033","VB0889_034","VB0889_035","VB0889_036","VB0889_037","VB0889_038","VB0889_039","VB0889_040","VB0889_041","VB0889_042","VB0889_043","VB0889_044","VB0889_045","VB0889_046","VB0889_047","VB0889_048","VB0889_049","VB0889_050","VB0889_051","VB0889_052","VB0889_053","VB0889_054","VB0889_055","VB0889_056","VB0889_057","VB0889_058","VB0889_059","VB0889_060","VB0889_061","VB0889_062","VB0889_063","VB0889_064","VB0889_065","VB0889_066","VB0889_067","VB0889_068","VB0889_070","VB0889_071","VB0889_072","VB0889_073","VB0889_074","VB0889_075","VB0889_076","VB0889_077","VB0889_078","VB0889_079","VB0889_080","VB0889_081","VB0889_082","VB0889_083","VB0889_084","VB0889_085","VB0889_086","VB0889_087","VB0889_088","VB0889_089","VB0889_090","VB0889_091","VB0889_093","VB0889_094","VB0889_095","VB0889_097","VB0889_098","VB0889_099","VB0889_100","VB0889_101","VB0889_102","VB0889_103","VB0889_104","VB0889_105","VB0889_106","VB0889_107","VB0889_108","VB0889_109","VB0889_110","VB0889_111","VB0889_112","VB0889_113","VB0889_114","VB0889_116","VB0889_117","VB0889_118","VB0889_119","VB0889_120","VB0889_121","VB0889_122","VB0889_124","VB0889_125","VB0889_126","VB0889_127","VB0889_128","VB0889_129","VB0889_130","VB0889_131","VB0889_132","VB0889_133","VB0889_135","VB0889_136","VB0889_137","VB0889_138"
"36","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Sporormia_Sporormia_sp_d6f397d83d1695a6493662475a7808af",0,0,0,8,2,1,0,23,0,154,0,0,0,19,0,28,0,0,0,2,4,0,0,0,0,0,5,0,2,1,0,0,0,14,0,7,0,0,0,0,1,2,12,5,31,0,0,5,15,0,1,0,10,0,66,1,6,3,0,0,5,0,0,0,0,0,37,39,0,19,23,6,0,0,0,19,0,0,0,0,1,0,15,8,0,0,0,0,7,7,8,2,0,5,598,0,14,5,0,0,0,4,0,4,16,0,5,0,0,34,0,0,8,20,7,8,0,0,3,0,8,0,0,0,19,0,0,0,6,0,0
"37","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_6d4c8253e4fc945fe2bdca5b551c32e7",6,6,7,8,34,13,10,0,20,43,2,7,14,30,5,3,28,7,9,3,29,13,22,15,14,12,26,21,4,15,5,3,6,4,10,6,1,4,0,5,2,9,11,10,5,19,7,4,5,13,2,6,4,15,0,9,9,9,5,9,1,2,4,0,29,6,5,8,15,18,8,11,13,12,3,7,5,7,1,6,7,9,4,0,0,7,6,3,12,3,21,12,30,6,13,46,7,20,5,10,14,7,18,83,3,2,3,39,7,11,7,16,11,12,3,8,7,2,8,6,4,6,18,22,11,15,28,45,11,11,35
"38","Fungi_Ascomycota_Sordariomycetes_Sordariales_unclassified_unclassified_unclassified_0712f4c204fb2be1538e6783b0a5ff89",9,1,9,15,6,1,126,15,2,38,26,28,9,0,5,9,4,8,11,8,61,0,12,16,2,7,6,9,8,2,12,10,3,2,1,17,17,28,8,3,15,1,6,33,16,33,5,4,7,8,2,2,22,11,22,11,25,7,3,20,3,10,2,11,9,55,10,0,8,21,6,7,18,9,8,2,16,6,8,20,3,2,11,3,12,21,14,9,12,12,10,7,13,6,13,5,35,10,5,7,15,7,1,11,6,34,1,9,33,13,3,7,6,3,5,7,10,21,9,4,0,4,13,10,7,24,10,27,6,6,12
"39","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_a6a6a20bc1b2713ee2bae77a856e8fc5",0,45,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,33,36,0,0,0,0,0,0,0,1,0,12,0,42,21,0,0,0,0,44,91,0,0,0,0,0,0,0,0,0,45,0,0,0,26,0,0,57,10,0,26,23,28,0,37,5,0,0,0,27,45,40,22,0,49,0,18,0,22,0,0,0,0,0,15,0,0,25,35,0,0,0,0,5,0,0,0,178,0,0,0,48,0,0,49,55,0,0,6,0,0,0,19,0,0,13,0,0,0,0,0,0
"40","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_Mortierella_Mortierella_chlamydospora_c74bad0fda54a3999e2c960a26bb711c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"41","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_bce8d64824451b4cb44896126c34ee03",0,0,0,0,8,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,176,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"42","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_69b141cd10b5f2821df20410a28eeb20",2,16,3,4,83,11,26,0,21,5,5,0,11,1,4,0,4,32,0,4,0,0,0,0,0,5,7,6,6,0,2,47,0,0,0,25,3,85,21,12,2,30,0,0,8,0,8,6,27,8,16,0,32,1,0,0,0,0,2,40,45,6,4,4,45,11,1,0,22,8,0,9,13,5,0,3,0,0,2,0,0,1,12,0,18,10,4,3,0,4,0,3,4,0,0,2,3,1,0,0,3,0,1,114,0,1,0,5,0,0,5,0,1,5,10,17,2,0,0,3,0,0,0,0,0,85,0,7,4,0,26
"43","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_Preussia_Preussia_sp_f74763de17c09920e4ec24527d682557",20,12,2,7,5,5,0,45,10,11,11,14,19,8,9,11,4,3,13,10,12,17,11,2,9,14,4,4,6,4,5,0,4,94,2,8,5,47,4,0,1,6,6,7,2,14,2,8,4,7,5,25,6,9,20,1,22,4,6,13,1,1,1,9,5,0,22,3,0,1,3,21,14,7,4,6,13,15,5,4,5,2,22,9,2,19,3,4,11,5,8,8,2,7,8,4,6,32,8,11,5,8,1,16,13,32,6,19,57,5,6,11,5,24,10,2,8,4,11,6,8,4,2,6,6,3,8,2,9,12,15
"44","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_Schizothecium_inaequale_7f84f2f14c7148135a8971e97ab29414",15,9,35,6,7,27,6,0,17,26,0,0,10,0,0,2,3,0,0,13,0,0,9,14,5,15,14,0,5,0,9,11,0,0,15,0,0,14,0,0,11,0,0,12,7,15,31,7,3,0,4,0,18,0,38,0,20,0,18,17,0,0,23,16,5,0,0,3,14,10,12,6,9,7,11,0,8,25,17,16,21,22,0,0,4,0,0,11,15,6,0,0,0,0,7,20,6,4,6,0,16,5,4,0,10,0,1,21,21,0,7,24,20,17,6,7,10,20,0,6,8,97,0,0,6,19,8,23,8,0,5
"45","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_72196ab3fae4e881542aca53b57891ba",0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,573,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Fusarium_unclassified_291daa9a07a675ca47bbcd36a568689b",0,0,10,4,3,32,1,0,6,3,6,7,0,19,4,7,14,0,11,4,6,3,6,8,15,5,24,19,4,2,4,0,5,0,4,14,4,9,83,0,0,153,4,8,3,11,7,6,8,6,13,1,39,12,24,8,22,0,6,17,3,6,7,23,1,4,6,7,0,6,9,5,6,8,3,0,4,0,2,3,51,5,20,0,13,13,5,0,4,11,0,1,11,2,5,0,5,6,0,10,0,8,6,13,7,17,3,9,4,21,1,18,0,7,22,3,13,16,0,10,6,6,0,32,2,30,0,15,5,7,7
"47","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Chaetomium_unclassified_a7b313d891107fbee374ecc6ded2a6db",7,9,0,1,2,4,0,18,4,6,36,21,2,5,0,15,15,9,7,1,2,3,8,16,6,31,1,0,8,6,4,53,8,6,6,36,2,6,0,0,0,4,2,12,5,0,6,0,2,10,1,0,0,0,0,4,2,2,7,0,0,5,2,0,0,0,6,9,60,11,2,6,5,4,18,0,61,9,4,1,0,13,2,5,0,5,0,11,8,40,10,5,37,18,4,0,3,12,18,7,10,3,4,3,9,13,4,61,2,82,0,40,8,1,0,16,8,6,5,12,3,7,0,0,4,0,0,0,2,4,0
"48","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Fusarium_Fusarium_fujikuroi_9823d03cf21ee6bea8cd5345c3abda63",7,0,0,0,5,9,0,9,0,0,0,0,5,0,0,15,0,18,0,0,0,0,0,0,5,0,3,0,3,0,6,0,0,2,8,0,12,0,0,16,0,0,5,0,0,0,19,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,17,14,0,36,0,0,20,0,6,21,0,0,0,117,6,0,0,0,0,0,21,49,14,0,5,0,2,0,3,10,0,0,0,0,0,0,0,0,16,2,51,0,0,0,250,0,0,0,0,0,16,0,32,0,0,12,0
"49","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_unclassified_unclassified_dc7382b8baeb332732be90d53df52c6e",5,0,4,0,1,8,13,2,1,1,0,0,0,139,1,0,5,0,0,0,1,0,7,1,1,1,0,2,0,6,0,4,0,0,0,4,63,0,3,0,2,8,3,4,3,12,0,10,0,1,245,0,0,0,0,13,0,0,0,7,3,1,5,0,6,1,63,5,15,3,4,0,0,2,4,11,1,0,1,3,0,35,7,0,0,18,0,0,5,10,3,0,2,1,12,0,13,0,0,2,2,1,0,0,2,4,2,7,3,4,5,2,0,1,4,3,4,2,0,18,0,2,0,2,3,25,3,0,1,2,13
"50","Fungi_Glomeromycota_Glomeromycetes_Glomerales_Glomeraceae_Funneliformis_Funneliformis_mosseae_a9f2968ee14309e36e2d708d0aa22fcb",0,0,7,0,0,0,58,0,0,0,0,0,0,11,0,0,59,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,5,0,0,0,0,0,25,49,0,0,0,25,0,0,0,0,0,1,0,169,0,0,0,23,0,8,0,0,0,0,1,2,45,63,1,0,0,0,0,0,0,16,2,0,0,282,0,0,0,0,0,0,23,0,12,0,0,0,0,6,0,0,0,0,0,13,10,11,0,16,9,10,34,0,15,0,0,0,9,0,10,0,0,0,0,22,0,2,0,25,0,0,0,0,1,31,17,0,42
"51","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Scedosporium_Scedosporium_boydii_4c1409f3ec03f348b9565da49f9b01cb",6,0,3,10,0,0,0,10,10,3,13,8,0,12,0,0,4,0,1,0,0,0,0,0,0,2,0,7,0,0,6,0,0,0,2,0,8,4,0,3,0,0,0,9,0,29,2,0,4,4,179,0,7,392,0,3,5,0,0,0,1,0,0,0,0,0,61,0,28,1,0,1,0,0,0,5,1,0,0,2,0,0,0,0,69,5,0,0,0,2,0,2,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,75,5,0,0
"52","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Acrophialophora_Acrophialophora_sp_4fe643f045608e94db26815d9b65422e",0,10,0,5,0,0,10,0,0,30,0,18,12,19,0,8,0,18,0,0,0,0,13,16,11,13,40,12,0,11,0,0,0,5,0,0,12,0,6,0,9,0,19,0,4,0,0,0,0,0,0,0,19,29,0,0,16,0,0,0,0,0,10,24,0,0,31,0,20,41,0,16,6,13,8,0,29,0,0,0,6,0,0,14,0,4,0,11,0,14,25,13,0,0,0,0,49,17,0,0,19,0,11,24,0,0,0,18,0,0,17,0,0,0,15,6,0,6,32,0,21,11,0,0,17,0,0,0,0,0,10
"53","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Fusarium_Fusarium_equiseti_7e870910d95b7f139562f3358ce36d18",21,0,0,0,0,35,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,129,0,0,0,0,0,40,0,0,0,11,0,9,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,21,12,0,0,0,0,77,0,11,179,0,0,0,9,0,0,0,0,0,0,0,0,29,0,0,0,0,10,0,0,5,0,2,0,0,0,0,0,0,0,40,0,0,81,9,0,0,0,4,0,31,0,10,0,0,9,0
"54","Fungi_Ascomycota_Sordariomycetes_Microascales_Microascaceae_Enterocarpus_Enterocarpus_grenotii_ba09c722d6bf2c97d098f0d3db863f4c",5,10,2,3,11,3,86,19,13,1,5,5,1,8,1,5,3,4,1,9,3,2,3,7,4,1,0,6,6,4,0,81,2,2,1,2,1,3,28,5,1,22,5,5,4,2,4,0,1,3,3,2,6,31,10,2,4,4,7,4,0,2,0,0,1,57,2,6,0,3,3,4,8,2,2,2,15,13,3,6,7,2,7,0,8,0,15,3,8,9,5,1,3,1,2,20,4,18,1,2,4,4,9,11,7,8,3,13,5,11,9,14,16,3,9,1,8,1,7,6,2,9,74,15,2,43,3,11,3,7,4
"55","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_unclassified_unclassified_4ba25a2778488728fb114b8f15ae8924",4,0,2,5,7,0,35,9,20,7,19,0,13,15,0,4,11,4,0,7,18,0,7,4,5,19,0,8,9,5,4,0,3,5,1,6,4,7,3,6,7,0,8,3,4,13,2,6,2,10,2,10,11,2,0,7,11,4,0,15,0,12,0,7,4,11,10,5,23,3,5,7,13,13,0,0,10,7,7,0,0,0,2,0,0,6,49,0,12,4,0,3,12,0,3,9,0,2,7,14,16,0,2,9,1,7,2,34,6,7,20,53,8,6,4,5,6,4,6,4,34,0,15,4,5,11,0,2,3,4,26
"56","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Hypocreales_gen_Incertae_sedis_Hypocreales_sp_dc0dc02f5ef43ca3847a8f849a496016",0,5,4,0,21,32,10,0,33,0,0,0,0,1,0,2,0,14,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,130,88,0,0,0,0,0,0,0,0,4,6,0,1,3,0,6,0,0,0,0,1,39,0,38,0,3,32,51,1,0,39,0,0,0,0,0,0,24,0,0,0,0,1,0,0,32,59,0,42,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,3,0,0,0,0,0,0,2,1,0,0,0,35,10,0,57,1,0,10
"57","Fungi_Ascomycota_Sordariomycetes_Sordariales_Lasiosphaeriaceae_Schizothecium_unclassified_b507e13497e2a6f98e3dd5b7b2672171",0,0,3,8,0,6,0,0,8,2,6,0,3,4,8,10,0,9,0,0,0,7,10,0,10,5,11,0,17,0,9,0,0,15,2,8,0,5,0,0,7,6,11,11,3,2,8,8,7,7,0,0,0,0,0,11,0,5,0,3,0,3,1,5,9,0,0,3,0,6,2,2,4,5,3,4,6,10,5,8,9,0,4,5,6,0,0,0,9,2,2,0,0,5,0,0,10,4,10,0,5,6,3,3,6,0,2,0,0,21,0,3,0,0,0,3,9,6,9,9,9,228,0,0,9,0,2,0,0,12,6
"58","Fungi_Ascomycota_Sordariomycetes_Branch06_Branch06_fam_Incertae_sedis_Branch06_gen_Incertae_sedis_Branch06_sp_bee891f9fa6a42e81089047930a19ed5",1,14,0,0,21,0,37,0,3,2,0,18,5,0,4,0,3,0,0,0,0,0,2,2,0,27,0,0,4,0,0,5,0,0,0,7,1,111,0,87,2,5,1,0,0,0,0,2,4,8,0,2,6,1,0,0,0,0,0,0,0,0,6,11,120,35,3,0,27,0,0,33,52,14,3,0,0,15,3,0,0,0,2,0,15,0,4,0,0,10,0,3,6,0,0,17,0,0,0,0,1,0,3,10,0,0,0,55,0,3,12,17,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,7,0,0,6
"59","Fungi_Ascomycota_unclassified_unclassified_unclassified_unclassified_unclassified_1e9048af1082f6a89f87019be9303023",0,0,0,0,3,52,2,0,37,0,0,7,3,4,11,2,0,70,2,0,0,0,0,0,33,12,7,19,30,2,1,0,0,0,0,0,0,24,0,18,0,0,7,0,8,0,0,0,0,16,2,250,0,0,0,0,0,0,0,4,0,0,55,8,5,0,0,2,0,0,8,2,0,16,1,0,2,0,1,0,0,0,0,0,8,0,5,8,0,0,0,5,0,0,0,0,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,2,1,11,0,0,2,0,0,4
"60","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_4026253564bfc3341c2172f0811c92c6",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,4,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,0,45,0,0,0,0,0,0,3,0,23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"61","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_7de0f3867de06fe07f3694dbe10b7f32",0,0,0,13,10,0,35,0,0,0,0,6,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105,0,0,0,2,0,0,18,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,9,0,76,0,0,28,0,6,0,0,3,1,3,0,6,0,0,0,0,0,0,20,1,0,0,0,5,0,2,0,0,1,0,0,0,0,0,12,0,0,0,0,68,0,21,14,0,0,58,0,0,2,0,0,0,0,0,0,143,0,0,0,0,26,0,0,0,90
"62","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Acrophialophora_Acrophialophora_fusispora_3fda4e2d39ac5f8bc37245b7a47531ce",0,1,1,9,44,0,0,0,4,5,21,0,0,12,0,2,8,0,4,0,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,24,3,3,6,79,0,7,0,8,0,3,0,0,0,4,12,0,8,0,0,0,0,0,0,6,13,7,4,5,4,0,2,0,228,0,2,0,5,13,33,0,0,0,0,5,0,0,3,0,4,8,10,1,1,8,16,9,0,0,0,2,0,0,0,0,1,0,0,0,0,7,0,21,0,5,4,10,0,4,1,0,0,0,4,2,0,0,5,0,0,2,0,0,0,2,0
"63","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Stachybotryaceae_Albifimbria_Albifimbria_verrucaria_6b7a936f14e93d71e00a46a6c4062ee2",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,0,1,0,0,0,1,0,1,0,0,1,0,0,6,0,0,1,0,0,0,4,10,6,0,0,0,1,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,21,0,3,4,0,0,2,0,50,0,0,7,0,0,0,11,0,0,0,0,0,1,3,95,1,0,4,0,4,0,148,4,2,0,2,0,0,0,0,0,0,0,29,0,1,0,8,0,0,0,0,0,16,0,0,0,1,5,0
"64","Fungi_Ascomycota_Sordariomycetes_Sordariales_Podosporaceae_Podosporaceae_gen_Incertae_sedis_Podosporaceae_sp_b6112ab0cbf794f7a2a2f776878bd37f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Fungi_Ascomycota_Sordariomycetes_Sordariales_Chaetomiaceae_Chaetomium_unclassified_70052593f4ccecce2d1079fcb8e20edd",55,0,0,4,4,1,0,10,3,7,4,0,0,0,3,3,4,1,0,9,12,10,3,2,19,11,9,2,2,8,0,0,9,0,0,0,3,6,0,0,9,3,1,0,0,11,5,21,7,5,0,1,5,1,0,8,0,0,6,1,0,0,0,0,5,0,4,6,0,9,6,2,10,9,2,3,14,0,3,12,2,2,4,0,2,0,0,2,7,2,1,46,7,3,0,6,2,3,11,3,3,5,1,12,8,0,1,5,1,11,6,0,3,0,1,12,8,4,1,2,4,16,0,0,0,0,0,0,4,5,0
"66","Fungi_Basidiomycota_Agaricomycetes_Cantharellales_Ceratobasidiaceae_Thanatephorus_unclassified_168b7087ff5587e329140638f41ea137",0,0,4,2,19,9,5,0,3,3,8,0,4,83,0,1,6,9,0,0,0,0,4,5,3,2,10,4,4,0,3,0,0,0,0,4,0,10,14,0,1,0,0,1,3,0,0,0,2,11,40,0,4,1,0,2,0,0,0,11,14,2,6,2,14,2,1,0,0,6,2,3,18,5,9,0,0,0,0,3,0,0,6,1,2,7,2,0,0,1,0,2,1,0,0,0,0,5,1,9,6,0,8,7,0,0,0,44,0,0,6,1,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,61,0,0
"67","Fungi_Ascomycota_Sordariomycetes_Xylariales_Xylariaceae_Ascotricha_Ascotricha_guamensis_f598dd2c35a26b38462ace9fa0ae80e4",6,3,2,10,11,4,8,6,10,8,19,26,7,8,2,1,5,0,7,0,2,2,2,5,3,5,0,4,4,0,2,27,0,3,4,10,0,7,2,4,3,9,2,3,6,3,4,1,0,1,2,2,7,28,10,0,11,1,12,9,2,1,2,10,11,0,0,2,7,3,0,2,2,7,0,0,1,4,1,2,6,11,8,2,4,8,21,2,3,9,2,9,2,0,1,5,0,1,4,0,8,8,1,3,0,10,0,2,3,22,7,4,1,1,1,2,3,23,6,0,2,2,21,17,2,7,7,5,4,3,10
"68","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_99efce9656ff9756cdc469b589eed53b",11,31,1,0,0,0,0,0,10,0,27,0,7,101,0,0,0,16,5,0,0,0,1,0,5,0,0,18,0,0,0,0,0,2,0,0,0,23,0,21,0,26,2,0,4,0,12,3,0,0,7,9,3,0,18,0,9,0,2,19,0,0,0,0,11,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,0,0,0,0,0,0,0,4,5,0,4,0,0,0,0,18,0,0,1,0,0,0,10,0,0,2,0,0,3,0,4,0,0,0,0,39,0,47,0,23,2,0,0
"69","Fungi_unclassified_unclassified_unclassified_unclassified_unclassified_unclassified_da3ba9132949ff5755979100a5abe50b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,224,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Sarocladium_Sarocladium_sp_571924899d89894769af5be8b189d164",0,0,288,0,49,2,0,0,120,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreales_fam_Incertae_sedis_Acremonium_Acremonium_sclerotigenum_7dc7bd97d9ee8c14bebb3acce7cd6c2f",5,0,0,0,7,2,0,2,1,2,0,0,2,0,9,0,3,1,0,1,3,4,2,0,2,6,0,0,6,1,4,0,3,2,0,0,2,0,0,5,0,4,1,0,0,0,33,1,0,1,0,2,0,6,8,2,0,3,3,33,0,0,0,2,2,0,2,3,0,0,1,2,0,2,11,52,0,0,0,1,22,0,1,77,0,3,2,6,1,0,1,5,0,0,5,11,2,0,4,1,1,2,2,2,1,0,0,0,11,8,0,1,2,1,27,0,0,10,19,0,0,0,2,1,30,4,4,2,5,8,1
"72","Fungi_Ascomycota_Dothideomycetes_Pleosporales_Sporormiaceae_unclassified_unclassified_b00ac03587600b6303a38b88ba8c8ef2",1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,0,0,0,0,72,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,1,33,0,46,0,0,0,0,0,0,0,0,0,0,0,8,0,0,61,0,6,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,46,0,0,0,0,12,25,5,0,0,0,0,0,0,16,0,0,8,13,0,0,0,3,25,0
"73","Fungi_Mortierellomycota_Mortierellomycetes_Mortierellales_Mortierellaceae_unclassified_unclassified_0056736d8b93aa02956e410e559e03a6",6,2,2,3,2,5,0,13,3,1,12,2,4,1,1,4,10,5,0,5,6,0,5,4,3,0,2,8,5,3,1,0,1,5,1,3,4,0,0,0,2,10,6,5,0,4,0,10,5,7,3,6,15,7,0,2,1,0,6,8,4,6,0,2,9,0,2,9,2,2,0,4,8,5,4,0,4,3,4,1,0,4,6,4,1,0,2,0,5,1,1,4,5,2,0,1,4,7,1,3,3,4,1,6,2,3,1,2,1,2,1,0,5,6,5,3,5,2,3,2,4,2,13,5,6,5,12,0,6,6,0
